0,1827.44101623,291.457014594
1,2108.8709708,486.16206462
2,2140.48840237,308.229128486
3,2205.72041902,359.918945636
4,2081.7321111,146.063814268
5,2336.84414668,291.004050508
6,1857.12533841,270.399306547
7,1925.38885788,405.532845053
8,1944.47367207,287.782367105
9,2107.04561524,237.797095735
10,2153.11842825,165.273653105
11,2186.12513546,405.422317118
12,2095.16194138,464.824145653
13,2426.69043014,640.477401387
14,2062.94676716,474.492948953
15,2164.76711954,334.698838304
16,2135.92786889,261.557418429
17,2408.65831919,584.76054553
18,2287.08174599,336.735734384
19,2445.52389085,171.019584812
20,1966.93132741,408.161178682
21,2424.13771639,519.340975561
22,1916.92699817,507.668808853
23,2170.9265554,389.306819611
24,2017.92198097,340.168849311
25,2348.90036114,88.1150104621
26,2017.92198097,340.168849311
27,2203.98666065,524.181445062
28,2432.41955889,235.077369635
29,2237.22832197,568.766032837
30,2319.48586102,500.389601591
31,1982.11808376,533.709990696
32,1934.15599211,335.081546133
33,2153.75849386,177.414500615
34,1806.35497689,333.522501914
35,2222.31307808,203.699371485
36,2068.39346035,575.512707679
37,2097.21364285,412.701155468
38,2040.00292732,309.666553198
39,2370.94910902,268.506827663
40,2251.15584571,500.468583674
41,2228.21116333,236.182277565
42,2309.76350158,311.145785929
43,2331.80331125,240.7824315
44,2374.26933254,354.478813877
45,2260.56729121,468.417330574
46,2446.34872783,562.040824074
47,2013.25961117,383.171200244
48,2162.64554305,250.947797866
49,2283.28307966,306.145518637
50,2342.48532199,206.960727967
51,2213.05314329,363.644497275
52,2319.62504776,259.332880565
53,2518.94815849,243.321783295
54,2093.37361653,494.418162806
55,2084.66165185,401.997659899
56,2231.41908572,293.570006874
57,2224.8754329,111.361373213
58,2436.39337831,380.365367335
59,2413.76087881,848.158764101
60,2331.39518235,394.737930915
61,2157.51031365,576.344472281
62,2093.37361653,494.418162806
63,1777.35763323,449.068664531
64,2470.76160686,67.4600088322
65,2551.92087224,162.672950634
66,2290.6230816,312.158534567
67,2079.7832371,305.77077329
68,2148.95755197,416.830044233
69,2426.20363591,216.629478716
70,2297.71732668,285.982735833
71,2233.42216249,422.961147321
72,2037.57218073,488.856324879
73,2152.13333955,620.97964532
74,2057.43550622,395.80818483
75,2328.0722083,393.058975142
76,2237.28952873,393.90349637
77,1910.32386837,286.218199331
78,1924.54965087,380.031459964
79,2051.98422382,504.037429813
80,4619.80756239,286.649910034
81,4544.44709232,551.384534742
82,4630.47049566,270.6451279
83,4685.07568734,366.343423814
84,4519.43321915,423.519652929
85,4300.78923711,345.85723474
86,4398.42487297,398.53576191
87,4463.29621321,416.86914818
88,4952.94203323,651.010575354
89,4897.29392995,412.434765693
90,4848.501727,487.158459928
91,4540.34090897,117.369586203
92,4904.03957236,362.57126358
93,4764.37730757,320.052391693
94,4848.501727,487.158459928
95,4855.75003947,403.831096013
96,4554.6959593,432.392938636
97,5031.19581912,124.248001208
98,4518.07819149,419.683618565
99,4837.42122683,257.917729598
100,5076.61723392,516.17770368
101,4633.74923734,519.19493631
102,4708.06804522,476.071105034
103,5169.7830252,602.308339843
104,4575.80373419,266.97104225
105,4724.16648457,588.614557531
106,4699.73522985,468.088672374
107,4634.15656101,243.439420413
108,4699.4052879,307.704581902
109,5170.83423587,496.849544503
110,4897.29392995,412.434765693
111,5199.98717782,582.326476415
112,4682.80427773,358.790851048
113,4371.67168025,590.206265432
114,4646.01202888,386.009968044
115,4303.58507888,455.086601445
116,4384.5587673,455.838477728
117,4514.12875755,202.794770533
118,4482.90224946,525.52160402
119,4513.40776579,390.378179889
120,4879.6410905,448.446024185
121,4812.26200994,568.070544234
122,4918.31307785,530.758789987
123,5173.47108463,393.461816324
124,5164.13134745,530.749863241
125,5199.98717782,582.326476415
126,5040.46697825,608.938237189
127,4948.56839839,463.414755043
128,5124.60427891,493.44965791
129,4782.69360528,385.793849783
130,4941.80069261,414.32844941
131,4670.69216767,212.985244635
132,5173.49389137,402.753035025
133,4598.9420548,284.121517375
