BSSIDLabel,RSSLabel,RoomLabel,SSIDLabel,finLabel
d8:eb:97:23:da:5b,-85,2,dri,50
0e:69:6c:0b:1f:1e,-54,2,HUST_WIRELESS_AUTO,50
00:87:36:31:8a:51,-78,2,取个啥名字好呢,50
2a:69:6c:05:c5:25,-81,2,HUST_WIRELESS_AUTO,50
2a:69:6c:05:c5:23,-82,2,HUST_WIRELESS,50
5a:69:6c:07:87:e8,-87,2,HUST_WIRELESS_AUTO,50
5a:69:6c:07:87:e6,-89,2,HUST_WIRELESS,50
20:dc:e6:8a:d1:a2,-88,2,WQ-20170217BIDU_Network,50
64:d9:54:66:c5:65,-80,2,Baidu7107,50
02:87:33:09:3d:2c,-87,2,Breeze,50
60:0b:03:0e:29:b1,-79,2,HUST_WIRELESS_AUTO,50
60:67:20:ac:b3:51,-77,2,SWIFI,50
0e:69:6c:0a:bf:be,-74,2,HUST_WIRELESS_AUTO,50
60:0b:03:09:08:31,-80,2,HUST_WIRELESS_AUTO,50
06:69:6c:0a:bf:be,-76,2,HUST_WIRELESS,50
60:0b:03:09:08:30,-81,2,HUST_WIRELESS,50
12:08:b1:d4:37:6d,-80,2,Taylor Hye,50
08:57:00:93:00:26,-90,2,liuLieBaoWiFi,50
fa:69:6c:07:93:22,-91,2,HUST_WIRELESS_AUTO,50
2a:69:6c:07:a0:75,-94,2,HUST_WIRELESS_AUTO,50
00:0f:e2:db:25:20,-72,2,ChinaNet,50
60:0b:03:0e:29:b0,-79,2,HUST_WIRELESS,50
00:0f:e2:a1:97:c0,-80,2,ChinaNet,50
38:22:d6:aa:15:30,-92,2,ChinaNet,50
06:69:6c:0b:1f:1e,-56,2,HUST_WIRELESS,51
14:75:90:a5:bd:60,-62,2,hustac517,51
4a:69:6c:07:a1:e7,-64,2,HUST_WIRELESS_AUTO,51
4c:e6:76:c9:fc:00,-73,2,HongboJiangOffice,51
4a:69:6c:07:a1:e5,-65,2,HUST_WIRELESS,51
d4:ee:07:50:f1:3c,-72,2,HiWiFi_50F13C,51
70:77:81:86:b3:d6,-80,2,HP-Print-d6-LaserJet Pro M202dw,51
20:16:d8:c3:00:a5,-74,2,hzx,51
2a:69:6c:05:c5:23,-77,2,HUST_WIRELESS,51
60:0b:03:09:08:30,-80,2,HUST_WIRELESS,51
0e:69:6c:0b:1f:1e,-56,2,HUST_WIRELESS_AUTO,51
d8:eb:97:23:da:5b,-84,2,dri,51
60:0b:03:09:08:31,-79,2,HUST_WIRELESS_AUTO,51
2a:69:6c:05:c5:25,-77,2,HUST_WIRELESS_AUTO,51
e8:4e:06:2d:cc:54,-72,2,长按电源键即可连入,51
02:87:33:09:3d:2c,-85,2,Breeze,51
00:0f:e2:a1:97:c0,-83,2,ChinaNet,51
06:69:6c:0a:bf:be,-81,2,HUST_WIRELESS,51
88:25:93:58:06:63,-88,2,TP-LINK_580663,51
6a:69:6c:05:c3:09,-89,2,HUST_WIRELESS_AUTO,51
6a:69:6c:05:c3:07,-87,2,HUST_WIRELESS,51
60:67:20:ac:b3:51,-75,2,SWIFI,51
0e:69:6c:0a:bf:be,-81,2,HUST_WIRELESS_AUTO,51
7c:d1:c3:76:79:fa,-85,2,ADESKTOP-ELSA6EU,51
0e:69:6c:0a:bf:7a,-89,2,HUST_WIRELESS_AUTO,51
d0:fa:1d:c1:ad:cf,-82,2,360行车记录仪-ADCF,51
06:69:6c:0a:bf:7a,-88,2,HUST_WIRELESS,51
64:d9:54:66:c5:65,-81,2,Baidu7107,51
ea:69:6c:07:92:41,-94,2,HUST_WIRELESS_AUTO,51
20:dc:e6:8a:d1:a2,-85,2,WQ-20170217BIDU_Network,51
12:08:b1:d4:37:6d,-86,2,Taylor Hye,51
00:0f:e2:db:25:20,-81,2,ChinaNet,51
60:0b:03:0e:29:b0,-82,2,HUST_WIRELESS,51
06:69:6c:0b:1f:1e,-60,2,HUST_WIRELESS,52
14:75:90:a5:bd:60,-66,2,hustac517,52
4a:69:6c:07:a1:e7,-58,2,HUST_WIRELESS_AUTO,52
4c:e6:76:c9:fc:00,-70,2,HongboJiangOffice,52
4a:69:6c:07:a1:e5,-59,2,HUST_WIRELESS,52
d4:ee:07:50:f1:3c,-65,2,HiWiFi_50F13C,52
70:77:81:86:b3:d6,-75,2,HP-Print-d6-LaserJet Pro M202dw,52
20:16:d8:c3:00:a5,-73,2,hzx,52
2a:69:6c:05:c5:23,-90,2,HUST_WIRELESS,52
e8:4e:06:2d:cc:54,-69,2,长按电源键即可连入,52
60:0b:03:09:08:30,-81,2,HUST_WIRELESS,52
0e:69:6c:0b:1f:1e,-64,2,HUST_WIRELESS_AUTO,52
88:25:93:58:06:63,-92,2,TP-LINK_580663,52
0e:69:6c:0a:bf:be,-76,2,HUST_WIRELESS_AUTO,52
06:69:6c:0a:bf:be,-76,2,HUST_WIRELESS,52
d8:eb:97:23:da:5b,-91,2,dri,52
ba:69:6c:07:a0:de,-93,2,HUST_WIRELESS_AUTO,52
ba:69:6c:07:a0:dc,-92,2,HUST_WIRELESS,52
02:87:33:09:3d:2c,-79,2,Breeze,52
00:87:36:31:8a:51,-80,2,取个啥名字好呢,52
60:0b:03:09:08:31,-80,2,HUST_WIRELESS_AUTO,52
7a:69:6c:07:a0:7a,-91,2,HUST_WIRELESS_AUTO,52
7a:69:6c:07:a0:78,-91,2,HUST_WIRELESS,52
60:67:20:ac:b3:51,-78,2,SWIFI,52
12:08:b1:d4:37:6d,-79,2,Taylor Hye,52
64:d9:54:66:c5:65,-85,2,Baidu7107,52
00:0f:e2:db:25:20,-74,2,ChinaNet,52
06:69:6c:0b:1f:1e,-52,2,HUST_WIRELESS,53
14:75:90:a5:bd:60,-61,2,hustac517,53
4a:69:6c:07:a1:e7,-71,2,HUST_WIRELESS_AUTO,53
4c:e6:76:c9:fc:00,-73,2,HongboJiangOffice,53
4a:69:6c:07:a1:e5,-71,2,HUST_WIRELESS,53
d4:ee:07:50:f1:3c,-61,2,HiWiFi_50F13C,53
70:77:81:86:b3:d6,-84,2,HP-Print-d6-LaserJet Pro M202dw,53
20:16:d8:c3:00:a5,-74,2,hzx,53
0e:69:6c:0b:1f:1e,-52,2,HUST_WIRELESS_AUTO,53
00:0f:e2:db:25:20,-74,2,ChinaNet,53
2a:69:6c:05:c5:25,-82,2,HUST_WIRELESS_AUTO,53
2a:69:6c:05:c5:23,-81,2,HUST_WIRELESS,53
0e:69:6c:0a:bf:be,-82,2,HUST_WIRELESS_AUTO,53
06:69:6c:0a:bf:be,-82,2,HUST_WIRELESS,53
0e:69:6c:0b:1b:be,-88,2,HUST_WIRELESS_AUTO,53
48:3c:0c:eb:e4:6c,-93,2,lion,53
06:69:6c:0b:1b:be,-88,2,HUST_WIRELESS,53
fa:69:6c:07:93:22,-91,2,HUST_WIRELESS_AUTO,53
d8:eb:97:23:da:5b,-88,2,dri,53
10:6f:3f:38:9b:89,-91,2,dd-wrt,53
60:67:20:ac:b3:51,-80,2,SWIFI,53
20:dc:e6:8a:d1:a2,-79,2,WQ-20170217BIDU_Network,53
60:0b:03:0e:2b:b1,-83,2,HUST_WIRELESS_AUTO,53
12:08:b1:d4:37:6d,-83,2,Taylor Hye,53
60:0b:03:0e:29:b1,-84,2,HUST_WIRELESS_AUTO,53
60:0b:03:09:08:31,-86,2,HUST_WIRELESS_AUTO,53
60:0b:03:0e:29:b0,-85,2,HUST_WIRELESS,53
60:0b:03:0e:2b:b0,-84,2,HUST_WIRELESS,53
e8:4e:06:2d:cc:54,-76,2,长按电源键即可连入,53
5a:69:6c:07:87:e8,-88,2,HUST_WIRELESS_AUTO,53
08:57:00:93:00:26,-88,2,liuLieBaoWiFi,53
00:0f:e2:a1:97:c0,-84,2,ChinaNet,53
60:0b:03:09:08:30,-86,2,HUST_WIRELESS,53
5a:69:6c:07:87:e6,-89,2,HUST_WIRELESS,53
fa:69:6c:07:93:20,-91,2,HUST_WIRELESS,53
38:22:d6:aa:15:30,-93,2,ChinaNet,53
